,count
a,3
they,2
time,2
you,2
if,2
funding,1
worth,1
seeing,1
have,1
similar,1
policy,1
as,1
NSF,1
pretty,1
is,1
your,1
good,1
pull,1
for,1
any,1
Prof,1
You'd,1
obviously,1
be,1
the,1
know,1
policies,1
Might,1
(Bama/Aero),1
better,1
than,1
"me,",1
but,1
at,1
my,1
school/department,1
to,1
allow,1
schools,1
re-take,1
quals,1
second,1
fail,1
it,1
first,1
